Nmorph	Word_Form	Segmentation
3	handbags	{hand}{bag}>s>
2	handball	{hand}{ball}
3	handballs	{hand}{ball}>s>
2	handbill	{hand}{bill}
3	handbills	{hand}{bill}>s>
2	handbook	{hand}{book}
3	handbooks	{hand}{book}>s>
2	handbrake	{hand}{brake}
3	handbrakes	{hand}{brake}>s>
2	handcart	{hand}{cart}
3	handcarts	{hand}{cart}>s>
2	handclap	{hand}{clap}
3	handclaps	{hand}{clap}>s>
2	handclasp	{hand}{clasp}
2	handcuff	{hand}{cuff}
3	handcuffed	{hand}{cuff}>ed>
3	handcuffing	{hand}{cuff}>ing>
3	handcuffs	{hand}{cuff}>s>
2	handed	{hand}>ed>
2	hander	{hand}>er>
2	handful	{hand}>ful>
3	handfuls	{hand}>ful>>s>
2	handgun	{hand}{gun}
3	handguns	{hand}{gun}>s>
2	handhold	{hand}{hold}
3	handholds	{hand}{hold}>s>
1	handicap	{handicap}
2	handicapped	{handicap}>ed>
2	handicapping	{handicap}>ing>
2	handicaps	{handicap}>s>
3	handicraft	{hand}>i>{craft}
4	handicrafts	{hand}>i>{craft}>s>
5	handicraftsman	{hand}>i>{craft}>s>>man>
3	handier	{hand}>y>>er>
3	handiest	{hand}>y>>est>
3	handily	{hand}>y>>ly>
3	handiness	{hand}>y>>ness>
2	handing	{hand}>ing>
3	handiwork	{hand}>i>{work}
4	handiworks	{hand}>i>{work}>s>
2	handkerchief	{hand--kerchief}
3	handkerchiefs	{hand--kerchief}>s>
1	handle	{handle}
2	handleable	{handle}{able}
2	handlebar	{handle}{bar}
3	handlebars	{handle}{bar}>s>
2	handled	{handle}>ed>
2	handler	{handle}>er>
3	handlers	{handle}>er>>s>
2	handles	{handle}>s>
2	handless	{hand}>less>
2	handley	{hand--ley}
2	handling	{handle}>ing>
2	handmade	{hand}{made}
2	handmaid	{hand}{maid}
3	handmaiden	{hand}{maid--en}
4	handmaidens	{hand}{maid--en}>s>
3	handmaids	{hand}{maid}>s>
2	handout	{hand}{out}
3	handouts	{hand}{out}>s>
3	handpicked	{hand}{pick}>ed>
2	handrail	{hand}{rail}
3	handrails	{hand}{rail}>s>
2	hands	{hand}>s>
2	handsaw	{hand}{saw}
3	handsaws	{hand}{saw}>s>
2	handshake	{hand}{shake}
3	handshakes	{hand}{shake}>s>
1	handsome	{handsome}
2	handsomely	{handsome}>ly>
2	handsomer	{handsome}>er>
2	handsomest	{handsome}>est>
3	handspikes	{hand}{spike}>s>
2	handstand	{hand}{stand}
3	handstands	{hand}{stand}>s>
2	handwork	{hand}{work}
3	handwriting	{hand}{write}>ing>
2	handy	{hand}>y>
3	handyman	{hand}>y>{man}
3	handymen	{hand}>y>>men>
2	hanford	{han--ford}
1	hang	{hang}
1	hangar	{hangar}
2	hangars	{hangar}>s>
2	hangdog	{hang}{dog}
2	hanged	{hang}>ed>
2	hanger	{hang}>er>
3	hangers	{hang}>er>>s>
2	hangin	{han}{gin}
2	hanging	{hang}>ing>
3	hangings	{hang}>ing>>s>
2	hangman	{hang}{man}
3	hangman's	{hang}{man}>'s>
2	hangmen	{hang}>men>
2	hangnail	{hang}{nail}
3	hangnails	{hang}{nail}>s>
2	hangout	{hang}{out}
3	hangouts	{hang}{out}>s>
2	hangover	{hang}{over}
3	hangovers	{hang}{over}>s>
2	hangs	{hang}>s>
2	hangup	{hang}{up}
3	hangups	{hang}{up}>s>
1	hank	{hank}
2	hankered	{hanker}>ed>
2	hankerin	{hank}{erin}
2	hankering	{hanker}>ing>
3	hankerings	{hanker}>ing>>s>
2	hankies	{hankie}>s>
2	hanks	{hank}>s>
1	hanky	{hanky}
1	hannah	{hannah}
1	hannibal	{hannibal}
1	hanover	{hanover}
2	hanoverian	{hanover}>ian>
1	hans	{hans}
2	hansen	{han--sen}
3	hansen's	{han--sen}>'s>
1	hansom	{hansom}
2	hansoms	{hansom}>s>
1	hanukkah	{hanukkah}
1	hap	{hap}
2	haphazard	{hap--hazard}
3	haphazardly	{hap--hazard}>ly>
2	hapless	{hap}>less>
2	haply	{hap}>ly>
1	happen	{happen}
2	happened	{happen}>ed>
2	happening	{happen}>ing>
3	happenings	{happen}>ing>>s>
2	happens	{happen}>s>
1	happenstance	{happenstance}
2	happier	{happy}>er>
2	happiest	{happy}>est>
2	happily	{happy}>ly>
2	happiness	{happy}>ness>
1	happy	{happy}
1	harangue	{harangue}
2	harangued	{harangue}>ed>
2	harangues	{harangue}>s>
2	haranguing	{harangue}>ing>
1	harass	{harass}
2	harassed	{harass}>ed>
2	harasses	{harass}>s>
2	harassing	{harass}>ing>
2	harassment	{harass}>ment>
1	harbinger	{harbinger}
2	harbingers	{harbinger}>s>
1	harbor	{harbor}
2	harbored	{harbor}>ed>
2	harboring	{harbor}>ing>
2	harbors	{harbor}>s>
1	harbour	{harbour}
2	harbourage	{harbour}>age>
3	harbourages	{harbour}>age>>s>
2	harboured	{harbour}>ed>
2	harbourer	{harbour}>er>
3	harbourers	{harbour}>er>>s>
2	harbouring	{harbour}>ing>
2	harbours	{harbour}>s>
2	harcourt	{har--court}
1	hard	{hard}
2	hardback	{hard}{back}
3	hardbacked	{hard}{back}>ed>
3	hardbacks	{hard}{back}>s>
2	hardbake	{hard}{bake}
2	hardboard	{hard}{board}
3	hardboiled	{hard}{boil}>ed>
2	hardbound	{hard}{bound}
2	hardcover	{hard}{cover}
3	hardcovered	{hard}{cover}>ed>
3	hardcovers	{hard}{cover}>s>
2	harden	{hard}>en>
3	hardened	{hard}>en>>ed>
3	hardener	{hard}>en>>er>
3	hardening	{hard}>en>>ing>
3	hardens	{hard}>en>>s>
2	harder	{hard}>er>
2	hardest	{hard}>est>
3	hardheaded	{hard}{head}>ed>
3	hardier	{hard}>y>>er>
3	hardiest	{hard}>y>>est>
3	hardihood	{hard}>y>>hood>
3	hardiness	{hard}>y>>ness>
1	harding	{harding}
2	hardly	{hard}>ly>
2	hardness	{hard}>ness>
2	hardscrabble	{hard}{scrabble}
2	hardship	{hard}>ship>
3	hardships	{hard}>ship>>s>
2	hardtack	{hard}{tack}
2	hardtop	{hard}{top}
3	hardtops	{hard}{top}>s>
2	hardware	{hard}{ware}
3	hardwearing	{hard}{wear}>ing>
2	hardwick	{hard--wick}
2	hardwicke	{hard--wicke}
2	hardwood	{hard}{wood}
3	hardwoods	{hard}{wood}>s>
3	hardworking	{hard}{work}>ing>
2	hardy	{hard}>y>
1	hare	{hare}
2	harebell	{hare}{bell}
3	harebells	{hare}{bell}>s>
3	harebrained	{hare}{brain}>ed>
2	hared	{hare}>ed>
2	harelip	{hare}{lip}
3	harelipped	{hare}{lip}>ed>
3	harelips	{hare}{lip}>s>
1	harem	{harem}
2	harems	{harem}>s>
2	hares	{hare}>s>
2	harford	{har--ford}
1	haricot	{haricot}
2	haricots	{haricot}>s>
2	haring	{hare}>ing>
1	hark	{hark}
2	harked	{hark}>ed>
2	harking	{hark}>ing>
2	harks	{hark}>s>
1	harlem	{harlem}
1	harlequin	{harlequin}
2	harlequins	{harlequin}>s>
1	harlot	{harlot}
2	harlots	{harlot}>s>
1	harm	{harm}
1	harmattan	{harmattan}
2	harmattans	{harmattan}>s>
2	harmed	{harm}>ed>
2	harmful	{harm}>ful>
3	harmfully	{harm}>ful>>ly>
3	harmfulness	{harm}>ful>>ness>
2	harming	{harm}>ing>
2	harmless	{harm}>less>
3	harmlessly	{harm}>less>>ly>
1	harmon	{harmon}
2	harmonic	{harmon--ic}
1	harmonica	{harmonica}
2	harmonicas	{harmonica}>s>
3	harmonics	{harmon--ic}>s>
3	harmonies	{harmon--y}>s>
3	harmonious	{harmon--y}>ous>
4	harmoniously	{harmon--y}>ous>>ly>
4	harmoniousness	{harmon--y}>ous>>ness>
1	harmonium	{harmonium}
2	harmoniums	{harmonium}>s>
3	harmonization	{harmon--ize}>ation>
5	harmonizations	{harmon--ize}>ate>>ion>>s>
2	harmonize	{harmon--ize}
3	harmonized	{harmon--ize}>ed>
3	harmonizes	{harmon--ize}>s>
3	harmonizing	{harmon--ize}>ing>
2	harmony	{harmon--y}
3	harmony's	{harmon--y}>'s>
2	harms	{harm}>s>
1	harness	{harness}
2	harnessed	{harness}>ed>
2	harnesses	{harness}>s>
2	harnessing	{harness}>ing>
1	harold	{harold}
1	harp	{harp}
1	harper	{harper}
2	harpers	{harper}>s>
2	harpies	{harpy}>s>
2	harping	{harp}>ing>
2	harpist	{harp}>ist>
3	harpists	{harp}>ist>>s>
1	harpoon	{harpoon}
2	harpooned	{harpoon}>ed>
2	harpooning	{harpoon}>ing>
2	harpoons	{harpoon}>s>
2	harps	{harp}>s>
1	harpsichord	{harpsichord}
2	harpsichordist	{harpsichord}>ist>
2	harpsichords	{harpsichord}>s>
1	harpy	{harpy}
2	harried	{harry}>ed>
1	harrier	{harrier}
2	harriers	{harrier}>s>
2	harries	{harry}>s>
1	harriet	{harriet}
2	harriet's	{harriet}>'s>
2	harriman	{harri--man}
2	harrington	{harring--ton}
1	harris	{harris}
2	harrison	{harri--son}
2	harris's	{harris}>'s>
1	harrow	{harrow}
2	harrowed	{harrow}>ed>
2	harrowing	{harrow}>ing>
2	harrows	{harrow}>s>
1	harry	{harry}
2	harrying	{harry}>ing>
2	harry's	{harry}>'s>
1	harsh	{harsh}
3	harshened	{harsh}>en>>ed>
2	harsher	{harsh}>er>
2	harshest	{harsh}>est>
2	harshly	{harsh}>ly>
2	harshness	{harsh}>ness>
1	hart	{hart}
2	hartford	{hart--ford}
2	hartley	{hart--ley}
2	hartlib	{hart}{lib}
2	hartman	{hart--man}
2	harts	{hart}>s>
3	hartsfield	{hart--s--field}
1	harvard	{harvard}
2	harvard's	{harvard}>'s>
1	harvest	{harvest}
2	harvested	{harvest}>ed>
2	harvester	{harvest}>er>
3	harvesters	{harvest}>er>>s>
2	harvesting	{harvest}>ing>
2	harvests	{harvest}>s>
1	harvey	{harvey}
1	has	{has}
1	hash	{hash}
2	hashed	{hash}>ed>
2	hashes	{hash}>s>
2	hashing	{hash}>ing>
1	hashish	{hashish}
2	hasn't	{has}>n't>
1	hasp	{hasp}
2	hasps	{hasp}>s>
1	hassle	{hassle}
2	hassled	{hassle}>ed>
2	hassles	{hassle}>s>
2	hassling	{hassle}>ing>
1	hassock	{hassock}
2	hassocks	{hassock}>s>
1	hast	{hast}
1	haste	{haste}
2	hasten	{haste}>en>
3	hastened	{haste}>en>>ed>
3	hastening	{haste}>en>>ing>
3	hastens	{haste}>en>>s>
3	hastier	{haste}>y>>er>
3	hastiest	{haste}>y>>est>
3	hastily	{haste}>y>>ly>
3	hastiness	{haste}>y>>ness>
1	hastings	{hastings}
2	hasty	{haste}>y>
1	hat	{hat}
2	hatband	{hat}{band}
3	hatbands	{hat}{band}>s>
1	hatch	{hatch}
2	hatchback	{hatch}{back}
3	hatchbacks	{hatch}{back}>s>
2	hatched	{hatch}>ed>
3	hatcheries	{hatch}>ery>>s>
2	hatchery	{hatch}>ery>
2	hatches	{hatch}>s>
1	hatchet	{hatchet}
2	hatchets	{hatchet}>s>
2	hatching	{hatch}>ing>
2	hatchway	{hatch}{way}
3	hatchways	{hatch}{way}>s>
1	hate	{hate}
2	hated	{hate}>ed>
2	hateful	{hate}>ful>
3	hatefully	{hate}>ful>>ly>
3	hatefulness	{hate}>ful>>ness>
2	hates	{hate}>s>
2	hatfield	{hat--field}
2	hatful	{hat}>ful>
3	hatfuls	{hat}>ful>>s>
1	hath	{hath}
2	hathaway	{hatha--way}
2	hating	{hate}>ing>
2	hatless	{hat}>less>
2	hatpin	{hat}{pin}
3	hatpins	{hat}{pin}>s>
2	hatred	{hat--red}
3	hatreds	{hat--red}>s>
2	hats	{hat}>s>
2	hatted	{hat}{ted}
2	hatter	{hat}>er>
1	hatteras	{hatteras}
3	hatters	{hat}>er>>s>
1	hattie	{hattie}
2	haughtier	{haughty}>er>
2	haughtiest	{haughty}>est>
2	haughtily	{haughty}>ly>
2	haughtiness	{haughty}>ness>
1	haughty	{haughty}
1	haul	{haul}
2	haulage	{haul}>age>
2	hauled	{haul}>ed>
2	hauler	{haul}>er>
3	haulers	{haul}>er>>s>
2	hauling	{haul}>ing>
2	hauls	{haul}>s>
1	haunch	{haunch}
2	haunches	{haunch}>s>
1	haunt	{haunt}
2	haunted	{haunt}>ed>
2	haunting	{haunt}>ing>
3	hauntingly	{haunt}>ing>>ly>
2	haunts	{haunt}>s>
1	hautboy	{hautboy}
2	hautboys	{hautboy}>s>
1	haute	{haute}
1	hauteur	{hauteur}
1	havana	{havana}
2	havanas	{havana}>s>
1	have	{have}
1	haven	{haven}
2	havens	{haven}>s>
2	haven't	{have}>n't>
1	haverhill	{haverhill}
2	haversack	{haver--sack}
3	haversacks	{haver--sack}>s>
2	haves	{have}>s>
2	havilland	{havi--lland}
2	having	{have}>ing>
1	havoc	{havoc}
1	haw	{haw}
1	hawaii	{hawaii}
2	hawaiian	{hawaii}>an>
2	hawed	{haw}>ed>
2	hawing	{haw}>ing>
1	hawk	{hawk}
2	hawked	{hawk}>ed>
2	hawker	{hawk}>er>
3	hawkers	{hawk}>er>>s>
1	hawking	{hawking}
1	hawkins	{hawkins}
2	hawkish	{hawk}>ish>
2	hawks	{hawk}>s>
2	haws	{haw}>s>
1	hawser	{hawser}
2	hawsers	{hawser}>s>
2	hawthorn	{haw}{thorn}
2	hawthorne	{haw--thorne}
3	hawthorns	{haw}{thorn}>s>
1	hay	{hay}
2	haycock	{hay--cock}
3	haycocks	{hay--cock}>s>
1	haydn	{haydn}
1	hayes	{hayes}
3	hayfields	{hay}{field}>s>
2	hayfork	{hay}{fork}
3	hayforks	{hay}{fork}>s>
3	haymaker	{hay}{make}>er>
4	haymakers	{hay}{make}>er>>s>
3	haymaking	{hay}{make}>ing>
1	haynes	{haynes}
2	hayrick	{hay}{rick}
3	hayricks	{hay}{rick}>s>
1	hays	{hays}
2	haystack	{hay}{stack}
3	haystacks	{hay}{stack}>s>
2	hayward	{hay}>ward>
2	haywire	{hay}{wire}
2	haywood	{hay--wood}
1	hazard	{hazard}
2	hazarded	{hazard}>ed>
2	hazarding	{hazard}>ing>
2	hazardous	{hazard}>ous>
3	hazardously	{hazard}>ous>>ly>
3	hazardousness	{hazard}>ous>>ness>
2	hazards	{hazard}>s>
1	haze	{haze}
2	hazed	{haze}>ed>
1	hazel	{hazel}
3	hazelnuts	{hazel}{nut}>s>
2	hazels	{hazel}>s>
2	hazes	{haze}>s>
3	hazier	{haze}>y>>er>
3	haziest	{haze}>y>>est>
3	hazily	{haze}>y>>ly>
3	haziness	{haze}>y>>ness>
2	hazy	{haze}>y>
1	he	{he}
1	head	{head}
2	headache	{head}{ache}
3	headaches	{head}{ache}>s>
4	headachier	{head}{ache}>y>>er>
3	headachy	{head}{ache}>y>
2	headband	{head}{band}
3	headbands	{head}{band}>s>
2	headboard	{head}{board}
3	headboards	{head}{board}>s>
2	headdress	{head}{dress}
3	headdresses	{head}{dress}>s>
2	headed	{head}>ed>
2	header	{head}>er>
3	headers	{head}>er>>s>
2	headgear	{head}{gear}
3	headhunter	{head}{hunt}>er>
4	headhunters	{head}{hunt}>er>>s>
3	headier	{head}>y>>er>
3	headiest	{head}>y>>est>
2	heading	{head}>ing>
3	headings	{head}>ing>>s>
2	headlamp	{head}{lamp}
3	headlamps	{head}{lamp}>s>
2	headland	{head}>land>
3	headlands	{head}>land>>s>
2	headless	{head}>less>
2	headlight	{head}{light}
3	headlights	{head}{light}>s>
2	headline	{head}{line}
3	headlined	{head}{line}>ed>
3	headlines	{head}{line}>s>
3	headlining	{head}{line}>ing>
2	headlong	{head}{long}
2	headman	{head}>man>
2	headmaster	{head}{master}
3	headmasters	{head}{master}>s>
2	headmen	{head}{men}
2	headmistress	{head}{mistress}
3	headmistresses	{head}{mistress}>s>
3	headphones	{head}{phone}>s>
2	headpiece	{head}{piece}
3	headpieces	{head}{piece}>s>
3	headquarter	{head}{quart--er}
4	headquarters	{head}{quart--er}>s>
2	headrest	{head}{rest}
3	headrests	{head}{rest}>s>
2	headroom	{head}{room}
2	heads	{head}>s>
2	headset	{head}{set}
3	headsets	{head}{set}>s>
2	headship	{head}>ship>
3	headships	{head}>ship>>s>
3	headsman	{head}>s>>man>
2	headstand	{head}{stand}
3	headstands	{head}{stand}>s>
2	headstone	{head}{stone}
3	headstones	{head}{stone}>s>
2	headstrong	{head}{strong}
3	headwalls	{head}{wall}>s>
3	headwaters	{head}{water}>s>
2	headway	{head}{way}
2	headwind	{head}{wind}
3	headwinds	{head}{wind}>s>
2	headword	{head}{word}
3	headwords	{head}{word}>s>
2	heady	{head}>y>
1	heal	{heal}
2	healed	{heal}>ed>
2	healer	{heal}>er>
3	healers	{heal}>er>>s>
2	healing	{heal}>ing>
2	heals	{heal}>s>
1	health	{health}
2	healthful	{health}>ful>
3	healthier	{health}>y>>er>
3	healthiest	{health}>y>>est>
3	healthily	{health}>y>>ly>
3	healthiness	{health}>y>>ness>
2	healthy	{health}>y>
1	heap	{heap}
2	heaped	{heap}>ed>
2	heaping	{heap}>ing>
2	heaps	{heap}>s>
1	hear	{hear}
1	heard	{heard}
2	hearer	{hear}>er>
3	hearers	{hear}>er>>s>
2	hearing	{hear}>ing>
3	hearings	{hear}>ing>>s>
2	hearken	{heark--en}
3	hearkened	{heark--en}>ed>
3	hearkening	{heark--en}>ing>
3	hearkens	{heark--en}>s>
2	hears	{hear}>s>
2	hearsay	{hear}{say}
1	hearse	{hearse}
2	hearses	{hearse}>s>
1	hearst	{hearst}
1	heart	{heart}
2	heartache	{heart}{ache}
3	heartaches	{heart}{ache}>s>
2	heartbeat	{heart}{beat}
3	heartbeats	{heart}{beat}>s>
2	heartbreak	{heart}{break}
3	heartbreaking	{heart}{break}>ing>
4	heartbreakingly	{heart}{break}>ing>>ly>
3	heartbroken	{heart}{broke}>en>
2	heartburn	{heart}{burn}
3	heartburning	{heart}{burn}>ing>
2	hearten	{heart}>en>
3	heartened	{heart}>en>>ed>
3	heartening	{heart}>en>>ing>
4	hearteningly	{heart}>en>>ing>>ly>
3	heartens	{heart}>en>>s>
2	heartfelt	{heart}{felt}
1	hearth	{hearth}
2	hearthrug	{hearth}{rug}
3	hearthrugs	{hearth}{rug}>s>
2	hearths	{hearth}>s>
3	heartier	{heart}>y>>er>
3	heartiest	{heart}>y>>est>
3	heartily	{heart}>y>>ly>
3	heartiness	{heart}>y>>ness>
2	heartless	{heart}>less>
3	heartlessly	{heart}>less>>ly>
3	heartlessness	{heart}>less>>ness>
3	heartrending	{heart}-{rend}>ing>
2	hearts	{heart}>s>
2	heart's	{heart}>'s>
2	heartsick	{heart}{sick}
3	heartstrings	{heart}{string}>s>
2	heartthrob	{heart}{throb}
3	heartthrobs	{heart}{throb}>s>
3	heartwarming	{heart}{warm}>ing>
4	heartwarmingly	{heart}{warm}>ing>>ly>
2	heartwood	{heart}{wood}
2	hearty	{heart}>y>
1	heat	{heat}
2	heated	{heat}>ed>
3	heatedly	{heat}>ed>>ly>
2	heater	{heat}>er>
3	heaters	{heat}>er>>s>
1	heath	{heath}
1	heathen	{heathen}
2	heathendom	{heathen}>dom>
2	heathenish	{heathen}>ish>
2	heathens	{heathen}>s>
1	heather	{heather}
2	heathers	{heather}>s>
2	heaths	{heath}>s>
2	heating	{heat}>ing>
2	heats	{heat}>s>
2	heatspot	{heat}{spot}
3	heatspots	{heat}{spot}>s>
2	heatstroke	{heat}{stroke}
2	heatwave	{heat}{wave}
3	heatwaves	{heat}{wave}>s>
1	heave	{heave}
2	heaved	{heave}>ed>
1	heaven	{heaven}
2	heavenly	{heaven}>ly>
2	heavens	{heaven}>s>
2	heaven's	{heaven}>'s>
2	heavenward	{heaven}>ward>
3	heavenwards	{heaven}>ward>>s>
2	heaves	{heave}>s>
2	heavier	{heavy}>er>
2	heavies	{heavy}>s>
2	heaviest	{heavy}>est>
2	heavily	{heavy}>ly>
2	heaviness	{heavy}>ness>
2	heaving	{heave}>ing>
1	heavy	{heavy}
3	heavyweight	{heavy}{weigh--t}
4	heavyweights	{heavy}{weigh--t}>s>
1	hebephrenic	{hebephrenic}
1	hebraic	{hebraic}
1	hebrew	{hebrew}
2	hebrews	{hebrew}>s>
1	hecatomb	{hecatomb}
2	hecatombs	{hecatomb}>s>
1	heck	{heck}
1	heckle	{heckle}
2	heckled	{heckle}>ed>
2	heckler	{heckle}>er>
3	hecklers	{heckle}>er>>s>
2	heckles	{heckle}>s>
2	heckling	{heckle}>ing>
2	hecks	{heck}>s>
1	hectare	{hectare}
2	hectares	{hectare}>s>
1	hectic	{hectic}
2	hectically	{hectic}>ally>
1	hector	{hector}
2	hectoring	{hector}>ing>
2	hectors	{hector}>s>
2	he'd	{he}>'d>
1	hedge	{hedge}
2	hedged	{hedge}>ed>
2	hedgehog	{hedge}{hog}
3	hedgehogs	{hedge}{hog}>s>
2	hedgehop	{hedge}{hop}
3	hedgehopping	{hedge}{hop}>ing>
3	hedgehops	{hedge}{hop}>s>
2	hedgerow	{hedge}{row}
3	hedgerows	{hedge}{row}>s>
2	hedges	{hedge}>s>
2	hedging	{hedge}>ing>
2	hedonism	{hedon--ism}
2	hedonist	{hedon--ist}
3	hedonistic	{hedon--ist}>ic>
3	hedonists	{hedon--ist}>s>
1	hee	{hee}
1	heed	{heed}
2	heeded	{heed}>ed>
2	heedful	{heed}>ful>
3	heedfully	{heed}>ful>>ly>
3	heedfulness	{heed}>ful>>ness>
2	heeding	{heed}>ing>
2	heedless	{heed}>less>
3	heedlessly	{heed}>less>>ly>
2	heeds	{heed}>s>
1	heel	{heel}
2	heeled	{heel}>ed>
2	heeling	{heel}>ing>
2	heels	{heel}>s>
1	heffer	{heffer}
2	hefted	{heft}>ed>
2	heftier	{hefty}>er>
2	heftiest	{hefty}>est>
2	heftily	{hefty}>ly>
1	hefty	{hefty}
1	hegel	{hegel}
2	hegelian	{hegel}>ian>
2	hegel's	{hegel}>'s>
3	hegemonies	{hegemon--y}>s>
2	hegemony	{hegemon--y}
2	heidelberg	{heidel--berg}
1	heifer	{heifer}
2	heifers	{heifer}>s>
2	height	{heigh--t}
3	heighten	{heigh--t}>en>
4	heightened	{heigh--t}>en>>ed>
4	heightening	{heigh--t}>en>>ing>
4	heightens	{heigh--t}>en>>s>
3	heights	{heigh--t}>s>
1	heinous	{heinous}
2	heinously	{heinous}>ly>
2	heinousness	{heinous}>ness>
1	heir	{heir}
2	heiress	{heir}>ess>
3	heiresses	{heir}>ess>>s>
2	heirloom	{heir--loom}
3	heirlooms	{heir--loom}>s>
2	heirs	{heir}>s>
1	held	{held}
1	helen	{helen}
1	helena	{helena}
1	helene	{helene}
1	helicopter	{helicopter}
2	helicopters	{helicopter}>s>
3	heliocentric	{helio--centr--ic}
2	heliograph	{helio--graph}
3	heliographed	{helio--graph}>ed>
3	heliographing	{helio--graph}>ing>
3	heliographs	{helio--graph}>s>
2	heliotrope	{helio--trope}
3	heliotropes	{helio--trope}>s>
1	helium	{helium}
1	hell	{hell}
2	he'll	{he}>'ll>
2	hellcat	{hell}{cat}
3	hellcats	{hell}{cat}>s>
2	hellenic	{hellen--ic}
2	hellenistic	{hellen--istic}
2	hellfire	{hell}{fire}
2	hellish	{hell}>ish>
3	hellishly	{hell}>ish>>ly>
1	hello	{hello}
2	hellos	{hello}>s>
2	hells	{hell}>s>
2	hell's	{hell}>'s>
3	helluva	{hell--uv--a}
1	helm	{helm}
1	helmet	{helmet}
2	helmeted	{helmet}>ed>
2	helmets	{helmet}>s>
2	helms	{helm}>s>
3	helmsman	{helm}>s>>man>
3	helmsmen	{helm}>s>>men>
1	helmut	{helmut}
1	help	{help}
2	helped	{help}>ed>
2	helper	{help}>er>
3	helpers	{help}>er>>s>
2	helpful	{help}>ful>
3	helpfully	{help}>ful>>ly>
3	helpfulness	{help}>ful>>ness>
2	helping	{help}>ing>
3	helpings	{help}>ing>>s>
2	helpless	{help}>less>
3	helplessly	{help}>less>>ly>
3	helplessness	{help}>less>>ness>
2	helpmate	{help}{mate}
3	helpmates	{help}{mate}>s>
2	helpmeet	{help}{meet}
3	helpmeets	{help}{meet}>s>
2	helps	{help}>s>
1	hem	{hem}
1	hematite	{hematite}
2	hemingway	{heming--way}
2	hemisphere	<hemi<{sphere}
3	hemispheres	<hemi<{sphere}>s>
3	hemisphere's	<hemi<{sphere}>'s>
4	hemispherical	<hemi<{sphere}>ic>>al>
2	hemline	{hem}{line}
3	hemlines	{hem}{line}>s>
1	hemlock	{hemlock}
2	hemlocks	{hemlock}>s>
2	hemmed	{hem}>ed>
2	hemming	{hem}>ing>
2	hemoglobin	{hemo--globin}
3	hemolytic	{hemo--lyt--ic}
1	hemorrhage	{hemorrhage}
2	hemorrhages	{hemorrhage}>s>
2	hemorrhaging	{hemorrhage}>ing>
3	hemorrhoids	{hemo--rrhoid}>s>
1	hemosiderin	{hemosiderin}
1	hemp	{hemp}
2	hempstead	{hemp--stead}
2	hems	{hem}>s>
2	hemstitch	{hem}{stitch}
3	hemstitched	{hem}{stitch}>ed>
3	hemstitches	{hem}{stitch}>s>
3	hemstitching	{hem}{stitch}>ing>
1	hen	{hen}
1	henbane	{henbane}
2	henbanes	{henbane}>s>
1	hence	{hence}
2	henceforth	{hence}{forth}
3	henceforward	{hence}{for--ward}
2	henchman	{hench--man}
2	henchmen	{hench--men}
2	henderson	{hender--son}
1	hendricks	{hendricks}
1	hendry	{hendry}
3	henley's	{hen--ley}>'s>
1	henna	{henna}
2	hennaed	{henna}>ed>
3	henpecked	{hen}{peck}>ed>
1	henri	{henri}
1	henrietta	{henrietta}
2	henrietta's	{henrietta}>'s>
1	henrik	{henrik}
1	henry	{henry}
2	henry's	{henry}>'s>
2	hens	{hen}>s>
2	hen's	{hen}>'s>
2	hepatitis	{hepat--itis}
2	heptagon	{hepta--gon}
3	heptagonal	{hepta--gon}>al>
3	heptagons	{hepta--gon}>s>
1	her	{her}
1	heraclitus	{heraclitus}
1	herald	{herald}
2	heralded	{herald}>ed>
2	heraldic	{herald}>ic>
2	heralding	{herald}>ing>
2	heraldry	{herald}>ry>
2	heralds	{herald}>s>
1	herb	{herb}
2	herbaceous	{herb}>acious>
2	herbage	{herb}>age>
2	herbal	{herb}>al>
3	herbalist	{herb}>al>>ist>
4	herbalists	{herb}>al>>ist>>s>
4	herberet's	{herb}{ere}{t}>'s>
2	herbert	{her--bert}
2	herbivore	{herb}>ivore>
3	herbivorous	{herb}>ivor>>ous>
2	herbs	{herb}>s>
1	herculean	{herculean}
1	hercules	{hercules}
1	herd	{herd}
2	herded	{herd}>ed>
2	herding	{herd}>ing>
2	herds	{herd}>s>
3	herdsman	{herd}>s>>man>
3	herdsmen	{herd}>s>>men>
1	here	{here}
2	hereabout	{here}{about}
3	hereabouts	{here}{about}>s>
2	hereafter	{here}{after}
2	hereby	{here}{by}
3	hereditarily	{hered--itary}>ly>
2	hereditary	{hered--itary}
2	heredity	{hered--ity}
2	hereford	{here--ford}
2	herein	{here}{in}
3	hereinafter	{here}{in}{after}
2	hereof	{here}{of}
2	here's	{here}>'s>
3	heresies	{her--esy}>s>
2	heresy	{her--esy}
2	heretic	{her--etic}
3	heretical	{her--etic}>al>
4	heretically	{her--etic}>al>>ly>
3	heretics	{her--etic}>s>
2	hereto	{here}{to}
3	heretofore	{here}{to}{fore}
2	hereunder	{here}{under}
2	hereunto	{here}{unto}
2	hereupon	{here}{upon}
2	herewith	{here}{with}
2	heritable	{herit--able}
2	heritage	{herit--age}
3	heritages	{herit--age}>s>
2	herman	{her--man}
3	herman's	{her--man}>'s>
2	hermaphrodite	{herm--aphrodite}
3	hermaphrodites	{herm--aphrodite}>s>
2	hermeneutics	{hermeneut--ics}
1	hermetic	{hermetic}
2	hermetically	{hermetic}>ally>
1	hermit	{hermit}
